title_normalized,company,rating,pay_percentile50,skill,years_of_experience,size,sector,industry,company_type,revenue,yearFounded,date_posted,doctoral,master,bachelor,associate,highschool_ged,years_since_founded,at_heartquartes
Data Scientist,New York University,4.3,77949,[],0,7,Education,Colleges & Universities,College / University,$5 to $10 billion (USD),1831,"May 04, 2020",0,1,0,0,0,191,1
Data Scientist,Amalgamated Bank,3.1,121017,"['Microsoft Powerpoint', 'Microsoft Word', 'Microsoft Excel', 'Data mining', 'Microsoft SQL Server', 'SQL', 'Analysis skills', 'Communication skills', 'SDLC']",0,3,Finance,Banks & Credit Unions,Company - Public,$100 to $500 million (USD),1923,"Feb 01, 2022",0,0,1,1,0,99,1
Data Scientist,Restaurant Depot,2.9,72000,"['Machine learning', 'Analytics']",1,6,Retail,Grocery Stores & Supermarkets,Company - Private,$5 to $10 billion (USD),1990,"Jan 31, 2022",0,1,0,0,0,32,0
Data Scientist,Leaf Logistics,3.5,86184,"['Supply chain', 'SQL', 'Python']",0,1,Transportation & Logistics,Logistics & Supply Chain,Company - Private,Unknown / Non-Applicable,2017,"Dec 16, 2021",0,0,0,0,0,5,1
Data Scientist,"Snap, Inc.",4,135728,"['Data mining', 'Statistical analysis', 'Machine learning', 'Deep learning', 'Natural language processing', 'Experimental design', 'Quantitative analysis', 'Communication skills']",5,5,Information Technology,Computer Hardware & Software,Company - Public,Unknown / Non-Applicable,2011,"Nov 09, 2021",0,0,0,0,0,11,0
Senior Data Analyst,Bellwether Staffing Solutions LLC,-0.1,137500,"['Microsoft Powerpoint', 'Cost Accounting Standards', 'Pricing', 'Accounts payable', 'Data structures', 'R', 'SQL', 'Analysis skills', 'Data analytics', 'Communication skills']",5,1,Business Services,Staffing & Outsourcing,Company - Public,Unknown / Non-Applicable,2001,"Feb 02, 2022",0,0,1,0,0,21,0
Data Scientist,WeWork,3.6,122261,"['Statistics', 'Facilities management', 'Tableau', 'SQL', 'Customer segmentation', 'Machine learning', 'Experimental design', 'Data visualization', 'Python']",3,7,Business Services,Membership Organizations,Company - Private,Unknown / Non-Applicable,2010,"Oct 25, 2021",0,0,1,0,0,12,1
Data Scientist,Visiting Nurse Service of New York,3.6,97726,"['MATLAB', 'Data mining', 'Relational databases', 'Data structures', 'R', 'Data analysis skills', 'Databases', 'SQL', 'Analysis skills', 'APIs', 'Predictive analytics', 'PL/SQL', 'Communication skills', 'Python', 'Software architecture', 'Analytics']",2,7,Health Care,Health Care Services & Hospitals,Nonprofit Organization,$500 million to $1 billion (USD),1893,"Feb 13, 2022",0,1,0,0,0,129,1
Senior Data Scientist,Comcast Corporation,3.9,141537,"['Data mining', 'Relational databases', 'Big data', 'Spark', 'R', 'SQL', 'Machine learning', 'Forecasting', 'Natural language processing', 'Scripting', 'Regression analysis', 'Clustering', 'Business requirements', 'AI', 'Python']",7,7,Telecommunications,Telecommunications Services,Company - Public,$10+ billion (USD),1963,"Feb 10, 2022",1,1,1,0,0,59,0
Data Scientist,Transfix.io,4.1,97489,"['R', 'Tableau', 'Databases', 'SQL', 'Statistical analysis', 'AWS', 'Machine learning', 'Regression analysis', 'GraphQL', 'Python']",3,2,Transportation & Logistics,Logistics & Supply Chain,Company - Private,Unknown / Non-Applicable,2013,"Nov 05, 2021",0,1,1,0,0,9,1
Lead Data Scientist,National Grid,3.9,109275,"['MATLAB', 'Power BI', 'Microsoft Excel', 'SAS', 'Relational databases', 'R', 'Tableau', 'Databases', 'SQL', 'Supervising experience', 'Project management', 'Machine learning', 'Forecasting', 'Agile', 'Quantitative analysis', 'Communication skills', 'Python']",0,7,"Oil, Gas, Energy & Utilities",Utilities,Company - Public,$5 to $10 billion (USD),1990,"Feb 16, 2022",1,1,1,0,0,32,0
Machine Learning Engineer,"CyberCoders, Inc.",4.1,145000,"['CI/CD', 'Azure', 'Kubernetes', 'NoSQL', 'AWS', 'C++', 'Machine learning', 'Python', 'MySQL']",5,3,Business Services,Staffing & Outsourcing,Subsidiary or Business Segment,$100 to $500 million (USD),1999,"Feb 15, 2022",0,0,1,0,0,23,0
Lead Data Scientist,Spotify Limited,4.2,125130,"['Management', 'Big data', 'R', 'Tableau', 'SQL', 'Analysis skills', 'Experimental design', 'A/B testing', 'Python', 'Marketing', 'Analytics']",2,6,Information Technology,Internet,Company - Public,Unknown / Non-Applicable,2006,"Jan 31, 2022",0,0,0,0,0,16,0
Data Scientist,Frontier Communications Corporation,3,111583,"['Data structures', 'Machine learning']",3,7,Telecommunications,"Cable, Internet & Telephone Providers",Company - Public,$10+ billion (USD),1935,"Feb 04, 2022",0,0,1,0,0,87,0
Data Scientist,"T. Rowe Price Group, Inc.",3.8,115997,"['Statistics', 'MATLAB', 'Data mining', 'R', 'Apache Hive', 'Java', 'SQL', 'Machine learning', 'Clojure', 'Continuous integration', 'Apache Pig', 'Natural language processing', 'Ruby', 'Predictive analytics', 'Unit testing', 'Data science', 'Communication skills', 'Python', 'Negotiation', 'Hadoop']",2,6,Finance,Investment Banking & Asset Management,Company - Public,$2 to $5 billion (USD),1937,"Jun 09, 2021",0,0,1,0,0,85,0
Machine Learning Engineer,MindsDB,5,142500,"['SQL', 'Business development', 'Machine learning', 'AI', 'Python', 'MySQL']",0,1,Information Technology,Enterprise Software & Network Solutions,Company - Private,Unknown / Non-Applicable,2017,"Jan 25, 2022",0,0,0,0,0,5,0
Senior Data Scientist,Analytic Partners,4,123254,"['SQL', 'Machine learning', 'Experimental design', 'Communication skills', 'Python']",5,3,Business Services,Advertising & Marketing,Company - Private,Unknown / Non-Applicable,2000,"Feb 08, 2022",0,0,0,0,0,22,1
Data Scientist,Pulse Analytics,4.5,116980,"['Big data', 'Spark', 'R', 'Apache Hive', 'Statistical analysis', 'AWS', 'Presentation skills', 'Regression analysis', 'S3', 'Communication skills', 'Python', 'Hadoop']",0,1,Information Technology,Computer Hardware & Software,Company - Private,Unknown / Non-Applicable,2015,"Jan 21, 2022",0,0,1,0,0,7,1
Associate Data Scientist,BrainStation Inc.,4.2,83433,"['TensorFlow', 'Microsoft Excel', 'R', 'Git', 'Tableau', 'SQL', 'Machine learning', 'Mentoring', 'Regression analysis', 'Data science', 'Communication skills', 'Python', 'Teaching', 'Analytics']",2,3,Education,Education Training Services,Company - Private,Unknown / Non-Applicable,2012,"Jan 11, 2022",0,0,1,0,0,10,1
Machine Learning Engineer,Saks Incorporated,3.2,116667,"['E-commerce', 'Machine learning', 'Deep learning', 'Cloud computing', 'Fraud', 'Communication skills', 'High availability']",0.5,4,Retail,"Department, Clothing, & Shoe Stores",Company - Private,$2 to $5 billion (USD),2021,"Jan 03, 2022",1,1,1,0,0,1,1
Senior Data Analyst,Google Inc.,4.5,131222,"['Search engines', 'Data analysis skills', 'E-commerce', 'SQL', 'Machine learning', 'Fraud', 'Data collection', 'Google Ads', 'Communication skills']",3,7,Information Technology,Internet,Company - Public,$10+ billion (USD),1998,"Feb 11, 2022",0,1,1,0,0,24,0
Data Scientist,"Host Committee, Inc.",3.8,105710,"['Power BI', 'Data mining', 'Writing skills', 'Marketing mix modeling', 'Tableau', 'SQL', 'Project management', 'Digital marketing', 'Data visualization', 'Communication skills', 'Strategic planning']",5,2,"Arts, Entertainment & Recreation",Ticket Sales,Company - Public,Unknown / Non-Applicable,2011,"Feb 09, 2022",0,0,1,0,0,11,1
Data Scientist,Moody's Corporation,3.7,92158,"['Elasticsearch', 'Data mining', 'SAS', 'R', 'Research', 'SQL', 'AWS', 'Docker', 'Machine learning', 'Deep learning', 'Natural language processing', 'GitHub', 'AI', 'Leadership', 'Python']",2,7,Finance,Financial Analytics & Research,Company - Public,$2 to $5 billion (USD),1900,"Dec 21, 2021",1,1,0,0,0,122,1
Data Scientist,Rogo Ag LLC,4.3,133697,"['Power BI', 'Spark', 'Alteryx', 'Data analysis skills', 'Tableau', 'SQL', 'Machine learning', 'S3', 'Financial services', 'Redshift', 'Python']",0,1,Agriculture & Forestry,Farm Support Services,Company - Private,Unknown / Non-Applicable,2014,"Feb 01, 2022",0,0,0,0,0,8,0
Sales Engineer,Microsoft Corporation,4.4,104855,"['Power BI', 'Azure', 'Cassandra', 'Microsoft SQL Server', 'NoSQL', 'SSRS', 'MongoDB', 'SQL', 'Machine learning', 'PostgreSQL', 'Computer networking', 'Intellectual property law', 'SSIS', 'AI', 'IaaS', 'MySQL', 'T-SQL']",2,7,Information Technology,Computer Hardware & Software,Company - Public,$10+ billion (USD),1975,"Jan 03, 2022",0,0,0,0,0,47,0
Data Scientist,Turner and Townsend,3.8,94258,"['Power BI', 'Microsoft Excel', 'Relational databases', 'Tableau', 'Databases', 'SQL', 'Data visualization', 'Construction management', 'Communication skills']",2,6,Business Services,Consulting,Company - Private,$100 to $500 million (USD),1946,"Jan 25, 2022",0,0,1,0,0,76,0
Data Scientist,Citigroup Inc.,3.9,121543,"['TensorFlow', 'Statistics', 'Azure', 'Data structures', 'Spark', 'English', 'Google Cloud Platform', 'Apache Hive', 'Tableau', 'Survival analysis', 'SQL', 'AWS', 'Analysis skills', 'HBase', 'Machine learning', 'Organizational skills', 'Regression analysis', 'Design thinking', 'AI', 'Communication skills', 'Python', 'Hadoop']",3,7,Finance,Investment Banking & Asset Management,Company - Public,$10+ billion (USD),1812,"Jan 10, 2022",0,0,0,0,0,210,1
Data Scientist,The New York Times Company,4,107678,"['Journalism', 'Research', 'SQL', 'Machine learning', 'Product management', 'Natural language processing', 'Experimental design', 'Communication skills', 'Python', 'Marketing']",3,5,Media,News Outlet,Company - Public,$1 to $2 billion (USD),1896,"Oct 19, 2021",1,0,0,0,0,126,1
Data Analyst,New York University Elaine A. and Kenneth G. Langone Medical Center,4,80277,"['Big data', 'Software deployment', 'Spark', 'R', 'NoSQL', 'MongoDB', 'Databases', 'SQL', 'Machine learning', 'Predictive analytics', 'Communication skills', 'Python', 'Hadoop']",2,7,Health Care,Health Care Services & Hospitals,Hospital,$5 to $10 billion (USD),1841,"Jan 26, 2022",1,1,0,0,0,181,1
Head Machine Learning Engineer,Takeda Pharmaceutical Company Limited,3.9,159822,"['Computer science', 'Research', 'Analysis skills', 'Machine learning', 'Design thinking', 'AI', 'Communication skills']",11,7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,$10+ billion (USD),1781,"Feb 16, 2022",1,0,0,0,0,241,0
Senior Data Analyst,National Grid,3.9,90688,"['TensorFlow', 'Power BI', 'Azure', 'R', 'Alteryx', 'Data analysis skills', 'Microsoft Office', 'Tableau', 'SQL', 'Machine learning', 'Forecasting', 'Regression analysis', 'Linux', 'Python']",0,7,"Oil, Gas, Energy & Utilities",Utilities,Company - Public,$5 to $10 billion (USD),1990,"Feb 13, 2022",0,0,1,0,0,32,0
Statistician,"Actalent, Inc",3.8,130000,"['Statistics', 'SAS', 'Clinical trials']",0,7,Information Technology,IT Services,Company - Private,$2 to $5 billion (USD),1983,"Feb 03, 2022",1,1,0,0,0,39,0
Data Scientist,Grid Dynamics Consulting,4.2,126725,"['Image processing', 'Computer vision', 'Presentation skills', 'Machine learning', 'Deep learning', 'Python', 'Analytics']",5,5,Information Technology,Enterprise Software & Network Solutions,Company - Private,$50 to $100 million (USD),2006,"Feb 11, 2022",0,0,0,0,0,16,0
Data Scientist Manager,Capital One Financial Corporation,4.2,122297,"['TensorFlow', 'Relational databases', 'Spark', 'R', 'Data analysis skills', 'Databases', 'SQL', 'AWS', 'Math', 'Sentiment analytics', 'Machine learning', 'Scala', 'Natural language processing', 'Data analytics', 'Fraud', 'Clustering', 'Python']",1,7,Finance,Banks & Credit Unions,Company - Public,$10+ billion (USD),1994,"Feb 13, 2022",1,1,1,0,0,28,0
Senior Data Scientist,"FTI Consulting, Inc.",4,107795,"['SAS', 'R', 'Microsoft SQL Server', 'Microsoft Office', 'Stata', 'SQL', 'AWS', 'Analysis skills', 'Regression analysis', 'Redshift', 'Python', 'Hadoop']",0,6,Business Services,Consulting,Company - Public,$2 to $5 billion (USD),1982,"Dec 14, 2021",1,1,1,0,0,40,0
Data Scientist Manager,"Indeed, Inc.",4.4,183000,"['Spark', 'R', 'MongoDB', 'Java', 'SQL', 'C++', 'Machine learning', 'Scala', 'Apache Pig', 'Data collection', 'Python', 'Analytics', 'Hadoop']",5,7,Information Technology,Internet,Company - Private,$2 to $5 billion (USD),2004,"Feb 07, 2022",1,1,0,0,0,18,0
Data Scientist,Robert Half,3.9,111368,"['Microsoft Powerpoint', 'Microsoft Word', 'Statistics', 'Microsoft Excel', 'Microsoft Office', 'SQL', 'Machine learning', 'Communication skills', 'Python']",0,7,Business Services,Staffing & Outsourcing,Company - Public,$5 to $10 billion (USD),1948,"Aug 30, 2021",0,0,0,0,0,74,0
Data Scientist,"Spot Freight, Inc.",3.1,90582,"['MATLAB', 'Power BI', 'Data modeling', 'Azure', 'Cassandra', 'SAS', 'Big data', 'Spark', 'R', 'Tableau', 'Java', 'SQL', 'C++', 'C', 'Machine learning', 'Scripting', 'APIs', 'Predictive analytics', 'Data science', 'AI', 'Python', 'Analytics', 'Hadoop']",2,3,Transportation & Logistics,Transportation Management,Company - Private,$500 million to $1 billion (USD),2009,"Jan 24, 2022",0,0,0,0,0,13,0
Data Scientist,Infosys Limited,3.3,89926,"['TensorFlow', 'CI/CD', 'Performance tuning', 'Azure', 'Relational databases', 'Software deployment', 'Lean', 'Git', 'Databases', 'SQL', 'OOP', 'Machine learning', 'Continuous improvement', 'Deep learning', 'Software development', 'Regression analysis', 'Agile', 'IT', 'Test cases', 'Communication skills', 'Python', 'SDLC']",3,7,Information Technology,IT Services,Company - Public,$10+ billion (USD),1981,"Feb 04, 2022",0,0,1,0,0,41,0
Senior Data Scientist,Booz Allen Hamilton Inc.,4.2,72445,"['CI/CD', 'Azure', 'Spark', 'Statistical analysis', 'AWS', 'Analysis skills', 'Scala', 'S3', 'Apache', 'Data collection', 'Quantitative analysis', 'AI', 'GitLab']",5,7,Business Services,Consulting,Company - Public,$5 to $10 billion (USD),1914,"Feb 14, 2022",1,1,0,0,0,108,0
Senior Data Scientist,"TARGET PharmaSolutions, Inc.",4.6,105128,"['TensorFlow', 'R', 'Data analysis skills', 'Databases', 'SQL', 'Analysis skills', 'Machine learning', 'Scala', 'Natural language processing', 'Organizational skills', 'Communication skills', 'Python']",5,2,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,Unknown / Non-Applicable,2015,"Feb 01, 2022",0,0,1,0,0,7,1
Senior Data Scientist,The HT Group,4.3,97734,"['Writing skills', 'SQL', 'REST', 'Predictive analytics', 'Redshift', 'Python', 'Analytics']",4,1,Business Services,Staffing & Outsourcing,Company - Private,$10 to $25 million (USD),2001,"Feb 10, 2022",0,1,0,0,0,21,0
Data Scientist,"CyberCoders, Inc.",4.1,145000,"['SQL', 'Machine learning']",3,3,Business Services,Staffing & Outsourcing,Subsidiary or Business Segment,$100 to $500 million (USD),1999,"Feb 13, 2022",0,0,0,0,0,23,0
Clinical Laboratory Scientist,Laboratory Corporation of America Holdings,3.8,76109,"['Gas chromatography', 'Laboratory experience', 'Quality control', 'Toxicology']",0,7,Health Care,Health Care Services & Hospitals,Company - Public,$10+ billion (USD),1978,"Feb 01, 2022",0,0,1,0,0,44,0
Director Statistical Analysis,PAREXEL International Corporation,3.6,117596,"['Microsoft Excel', 'Microsoft Outlook', 'Management', 'English', 'Windows', 'Relationship management', 'Communication skills', 'Negotiation']",0,7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,$2 to $5 billion (USD),1982,"Feb 16, 2022",0,0,0,0,0,40,0
Data Scientist,"Actalent, Inc",3.8,132500,"['DevOps', 'Git', 'AWS', 'C++', 'Machine learning', 'S3', 'Python']",0,7,Information Technology,IT Services,Company - Private,$2 to $5 billion (USD),1983,"Feb 14, 2022",1,0,0,0,0,39,0
Data Scientist,Robert Half,3.9,109200,"['Azure', 'Microsoft SQL Server', 'SQL', 'PHP', 'Scrum', 'Solution architecture', 'Python', 'Analytics']",0,7,Business Services,Staffing & Outsourcing,Company - Public,$5 to $10 billion (USD),1948,"Feb 10, 2022",0,1,1,0,0,74,0
Statistical Analyst,"TRC Staffing Services, Inc.",3.6,69305,"['Microsoft Excel', 'Microsoft Office', 'SharePoint', 'Computer skills']",0,2,Business Services,Staffing & Outsourcing,Company - Private,$100 to $500 million (USD),1980,"Feb 16, 2022",0,0,0,0,0,42,0
Principal Data Scientist,Ally Financial Inc.,4.1,129643,"['Data mining', 'Big data', 'Survival analysis', 'Machine learning', 'Regression analysis', 'Fraud', 'Data science', 'AI', 'Python']",0.5,7,Finance,Investment Banking & Asset Management,Company - Public,$5 to $10 billion (USD),1919,"Feb 11, 2022",1,1,0,0,0,103,0
Senior Data Analyst,Vaco LLC,3.8,155000,"['SQL', 'AWS', 'Machine learning', 'PostgreSQL', 'Clinical trials', 'Regression analysis', 'S3', 'Redshift', 'Communication skills', 'Python']",4,4,Business Services,Consulting,Company - Private,$500 million to $1 billion (USD),2002,"Jan 26, 2022",0,0,0,0,0,20,0
Graduate Data Scientist,Hewlett Packard Enterprise,4.1,115363,"['SAS', 'R', 'SPSS', 'Python', 'Analytics']",0,7,Information Technology,Enterprise Software & Network Solutions,Company - Public,Unknown / Non-Applicable,2015,"Sep 22, 2021",0,1,1,0,0,7,0
Data Scientist,Piper Companies,4.3,102500,"['Data mining', 'SAS', 'R', 'SQL', 'Communication skills', 'Python']",3,3,Business Services,Staffing & Outsourcing,Company - Private,Unknown / Non-Applicable,2011,"Nov 02, 2021",0,0,0,0,0,11,0
Associate Data Scientist,"Novant Health, Inc.",3.9,76877,"['Computer science', 'MATLAB', 'Data mining', 'Relational databases', 'C#', 'R', 'Databases', 'SQL', 'C++', 'Machine learning', 'Natural language processing', 'Predictive analytics', 'Communication skills', 'Python', 'Hadoop']",0,7,Health Care,Health Care Services & Hospitals,Nonprofit Organization,Unknown / Non-Applicable,1997,"Nov 09, 2021",0,0,0,0,0,25,1
Data Scientist,Fidelity Management and Research LLC,4.3,92474,"['TensorFlow', 'Statistics', 'Computer science', 'Data modeling', 'Spark', 'R', 'Tableau', 'SQL', 'AWS', 'Machine learning', 'Natural language processing', 'Predictive analytics', 'Financial services', 'AI', 'Python', 'Analytics']",1,7,Finance,Investment Banking & Asset Management,Company - Private,$10+ billion (USD),1946,"Jan 22, 2022",0,0,0,0,0,76,0
Data Scientist,Research Triangle Institute,4,70233,"['Writing skills', 'R', 'GitHub', 'Communication skills', 'Python']",1,6,Business Services,Research & Development,Nonprofit Organization,$500 million to $1 billion (USD),1958,"Jan 13, 2022",0,1,1,0,0,64,0
Data Scientist I,Truist Financial Corporation ,3.5,114843,"['Statistics', 'SAS', 'Calculus', 'Spark', 'R', 'NoSQL', 'English', 'Apache Hive', 'SQL', 'Machine learning', 'Apache Pig', 'Natural language processing', 'Banking', 'Python', 'Differential equations', 'jQuery', 'Hadoop']",0.5,7,Finance,Investment Banking & Asset Management,Company - Public,Unknown / Non-Applicable,2019,"Feb 04, 2022",1,1,1,0,0,3,1
Data Scientist,Endress + Hauser Holding AG,4.1,100700,"['Writing skills', 'R', 'Java', 'C', 'Machine learning', 'AI', 'Python']",0,7,Manufacturing,Industrial Manufacturing,Company - Private,$2 to $5 billion (USD),1968,"Feb 10, 2022",0,0,1,0,0,54,0
Data Scientist,Skanska AB,4.1,91855,"['R', 'SQL', 'Machine learning', 'Deep learning', 'Scripting', 'AI', 'Python']",0,7,"Construction, Repair & Maintenance",Construction,Company - Public,$10+ billion (USD),1987,"Jan 10, 2022",0,0,1,0,0,35,0
Data Scientist,Trane Technologies,4,88923,"['Machine learning', 'Leadership']",0.5,7,Manufacturing,Industrial Manufacturing,Company - Public,Unknown / Non-Applicable,2020,"Jan 12, 2022",0,0,1,0,0,2,0
Senior Data Analyst,Accrue Partners,4.3,69227,"['Microsoft Powerpoint', 'Power BI', 'Microsoft Excel', 'SQL', 'Data analytics', 'Analytics']",5,2,Business Services,Staffing & Outsourcing,Company - Private,$25 to $50 million (USD),2002,"Feb 09, 2022",0,1,1,0,0,20,0
Senior Data Scientist,Brooksource,4,125000,"['Spark', 'R', 'Data analysis skills', 'SQL', 'AWS', 'Machine learning', 'Forecasting', 'Natural language processing', 'Agile', 'Data science', 'AI', 'Communication skills', 'Python']",5,4,Business Services,Staffing & Outsourcing,Company - Private,$100 to $500 million (USD),2000,"Oct 05, 2021",1,1,0,0,0,22,0
Senior Data Scientist,"Indeed, Inc.",4.4,151000,"['MATLAB', 'Pricing', 'Spark', 'R', 'MongoDB', 'Java', 'SQL', 'C++', 'Machine learning', 'Scala', 'Apache Pig', 'Data collection', 'Python', 'Hadoop']",3,7,Information Technology,Internet,Company - Private,$2 to $5 billion (USD),2004,"Feb 16, 2022",0,0,1,0,0,18,0
Statistical Analyst II,Warman O'Brien Limited,5,115000,"['SAS', 'Project leadership', 'Communication skills']",3,1,Business Services,Staffing & Outsourcing,Company - Private,$5 to $10 million (USD),2017,"Feb 14, 2022",0,0,0,0,0,5,0
Vice President Statistical Analysis,PAREXEL International Corporation,3.6,137084,"['Management', 'Process improvement', 'English', 'GCP', 'Root cause analysis', 'Leadership', 'Communication skills', 'Negotiation', 'Strategic planning']",10,7,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,$2 to $5 billion (USD),1982,"Feb 13, 2022",0,1,1,0,0,40,0
Principal Statistician,Warman O'Brien Limited,5,135000,"['SAS', 'Statistical analysis', 'Analysis skills']",0,1,Business Services,Staffing & Outsourcing,Company - Private,$5 to $10 million (USD),2017,"Oct 29, 2020",0,0,0,0,0,5,0
Senior Data Analyst,eTeam Inc.,4.1,119600,"['SAS', 'SQL', 'Python']",1,2,Business Services,Staffing & Outsourcing,Company - Private,$50 to $100 million (USD),1999,"Feb 09, 2022",0,1,1,0,0,23,0
Co-Op Data Scientist,International Business Machines Corporation,4,117442,"['Go', 'Java', 'SQL', 'Analysis skills', 'Math', 'Scripting', 'Linux', 'Data warehouse', 'Python', 'Spring']",0,7,Information Technology,IT Services,Company - Public,$10+ billion (USD),1911,"Jan 20, 2022",0,0,1,0,0,111,0
Junior Data Scientist,International Business Machines Corporation,4,88155,"['Data mining', 'R', 'Research', 'Machine learning', 'Training & development', 'Python', 'Analytics']",0,7,Information Technology,IT Services,Company - Public,$10+ billion (USD),1911,"Dec 09, 2021",0,0,0,0,0,111,0
Senior Data Scientist,Research Triangle Institute,4,91968,"['GitHub', 'Communication skills']",6,6,Business Services,Research & Development,Nonprofit Organization,$500 million to $1 billion (USD),1958,"Feb 04, 2022",1,1,0,0,0,64,0
Data Scientist,Oak Ridge Associated Universities,4,62733,"['EPA', 'Relational databases', 'R', 'Databases', 'Toxicology', 'Controlled vocabularies', 'MySQL']",0,4,Business Services,Research & Development,Nonprofit Organization,$50 to $100 million (USD),1946,"Feb 01, 2022",0,1,0,0,0,76,0
Data Scientist,The University of North Carolina at Charlotte,4.4,76173,"['R', 'SQL', 'Machine learning', 'Communication skills', 'Python']",5,5,Education,Colleges & Universities,College / University,$100 to $500 million (USD),1949,"Jan 19, 2022",0,1,1,0,0,73,1
Data Scientist I,Bank of America Corporation,4,98594,"['Jira', 'NoSQL', 'Git', 'Databases', 'SQL', 'Machine learning', 'Confluence', 'Distributed systems', 'Deep learning', 'Natural language processing', 'Regression analysis', 'Agile', 'Data science', 'Data visualization', 'Communication skills', 'Graph databases', 'Python']",3,7,Finance,Banks & Credit Unions,Company - Public,$10+ billion (USD),1904,"Feb 10, 2022",0,0,1,0,0,118,1
Data Scientist,Oak Ridge Associated Universities,4,62733,"['Relational databases', 'R', 'Databases', 'Toxicology', 'Controlled vocabularies', 'MySQL']",0,4,Business Services,Research & Development,Nonprofit Organization,$50 to $100 million (USD),1946,"Feb 14, 2022",0,1,0,0,0,76,0
Data Scientist,AB Volvo,4.2,94329,"['Power BI', 'Data mining', 'Business intelligence', 'SAS', 'Relational databases', 'R', 'Tableau', 'Java', 'Databases', 'SQL', 'Statistical analysis', 'C++', 'Math', 'Scala', 'SAP BusinessObjects', 'AI', 'Communication skills', 'Python', 'Analytics', 'Hadoop']",0,7,Manufacturing,Transportation Equipment Manufacturing,Company - Public,$10+ billion (USD),1927,"Feb 11, 2022",0,0,1,0,0,95,0
Statistician,"Life Time, Inc. ",3.7,64544,[],0,7,Consumer Services,"Health, Beauty, & Fitness",Company - Public,$1 to $2 billion (USD),1992,"Nov 18, 2021",0,0,0,0,1,30,0
Data Scientist,Cone Health,3.7,59158,"['Data mining', 'SAS', 'Relational databases', 'R', 'HIPAA', 'Presentation skills', 'Machine learning', 'Predictive analytics', 'Data science', 'Data visualization', 'Python', 'Analytics']",3,7,Health Care,Health Care Services & Hospitals,Nonprofit Organization,$1 to $5 million (USD),1953,"Jul 15, 2021",0,1,1,0,0,69,1
Associate Machine Learning Engineer,Wake Forest University Baptist Medical Center,3.7,62229,"['Research laboratory experience', 'Machine learning', 'Organizational skills', 'AI', 'Communication skills']",0,7,Health Care,Health Care Services & Hospitals,Hospital,$500 million to $1 billion (USD),1902,"Feb 14, 2022",1,0,0,0,0,120,1
Senior Data Analyst,Epic Games,4.4,94680,"['Business intelligence', 'Spark', 'Apache Hive', 'Tableau', 'SQL', 'Distributed systems', 'Communication skills', 'Analytics']",0,5,Media,Video Games,Company - Private,Unknown / Non-Applicable,1991,"Nov 04, 2021",0,0,0,0,0,31,1
Lead Data Scientist,"MetLife, Inc.",3.9,79363,"['Statistical software', 'R', 'English', 'Data science', 'Communication skills', 'Python', 'Analytics']",3,7,Insurance,Insurance Agencies & Brokerages,Company - Public,$10+ billion (USD),1868,"Jan 24, 2022",1,1,0,0,0,154,0
Data Engineer,Duke University,4.3,88722,"['Data structures', 'Machine learning']",0,7,Education,Colleges & Universities,College / University,$2 to $5 billion (USD),1838,"Dec 06, 2021",0,0,0,0,0,184,1
Senior Financial Data Analyst,"PreciseSource, LLC",-0.1,70000,"['Jira', 'Product management', 'SharePoint', 'Customer support', 'Financial services']",0,1,Business Services,Staffing & Outsourcing,Company - Private,Unknown / Non-Applicable,2016,"Oct 27, 2021",0,0,1,0,0,6,0
Data Scientist,BAE Systems,3.8,95600,"['R', 'NoSQL', 'Databases', 'SQL', 'AWS', 'Analysis skills', 'Machine learning', 'Intelligence analysis', 'Natural language processing', 'Communication skills', 'Graph databases', 'Python']",5,7,Aerospace & Defense,Aerospace & Defense,Subsidiary or Business Segment,$10 to $25 million (USD),1999,"May 24, 2021",0,1,1,0,0,23,0
Senior Data Scientist,"Allscripts Healthcare Solutions, Inc.",3.8,87635,"['Power BI', 'EHR systems', 'SAS', 'Data analysis skills', 'Tableau', 'SQL', 'Analytics']",3,6,Information Technology,Computer Hardware & Software,Company - Public,$1 to $2 billion (USD),1986,"Jan 25, 2022",0,0,1,0,0,36,0
Entry Level Machine Learning Engineer,Fayetteville Technical Community College,3.5,36765,"['Computer skills', 'AI']",0,5,Education,Colleges & Universities,College / University,$25 to $50 million (USD),1961,"Aug 25, 2021",0,0,0,1,0,61,1
Data Scientist,Hyperspace Ventures,5,107008,"['Statistical software', 'Statistics', 'Oracle', 'Data mining', 'SAS', 'R', 'Apache Hive', 'SQL', 'PHP', 'Distributed systems', 'Perl', 'Scripting', 'Regression analysis', 'Quantitative analysis', 'Python', 'MySQL', 'Hadoop']",2,1,Information Technology,Internet,Company - Private,Unknown / Non-Applicable,2017,"Oct 25, 2018",0,0,1,0,0,5,0
